:START_ID(Movie)|:END_ID(Keyword)|:TYPE
612|mossad|HAS_KEYWORD
612|israeli|HAS_KEYWORD
612|palestinian|HAS_KEYWORD
612|beirut|HAS_KEYWORD
612|ailul al aswad|HAS_KEYWORD
612|plo|HAS_KEYWORD
612|bomb constructor|HAS_KEYWORD
612|baader-meinhof group|HAS_KEYWORD
612|olympian village|HAS_KEYWORD
612|revenge|HAS_KEYWORD
9567|u.s. army|HAS_KEYWORD
9567|nigeria|HAS_KEYWORD
9567|president|HAS_KEYWORD
37821|assassin|HAS_KEYWORD
203801|spy|HAS_KEYWORD
203801|cold war|HAS_KEYWORD
203801|remake|HAS_KEYWORD
203801|based on tv series|HAS_KEYWORD
203801|buddy cop|HAS_KEYWORD
203801|russian spy|HAS_KEYWORD
203801|american spy|HAS_KEYWORD
2539|upper class|HAS_KEYWORD
2539|mother|HAS_KEYWORD
2539|single parent|HAS_KEYWORD
2539|parents kids relationship|HAS_KEYWORD
2539|wife husband relationship|HAS_KEYWORD
2539|cook|HAS_KEYWORD
2539|milieu|HAS_KEYWORD
2539|illegal immigration|HAS_KEYWORD
2539|immigrant|HAS_KEYWORD
2539|language barrier|HAS_KEYWORD
2539|family's daily life|HAS_KEYWORD
2539|platonic love|HAS_KEYWORD
2539|deceived husband|HAS_KEYWORD
2539|class society|HAS_KEYWORD
2539|hysteria|HAS_KEYWORD
2539|biography|HAS_KEYWORD
2539|united states–mexico barrier|HAS_KEYWORD
2539|relationship problems|HAS_KEYWORD
2539|class|HAS_KEYWORD
2539|language course|HAS_KEYWORD
2539|single|HAS_KEYWORD
2539|mother daughter relationship|HAS_KEYWORD
2539|american|HAS_KEYWORD
2539|mexican|HAS_KEYWORD
2539|father figure|HAS_KEYWORD
9297|monster|HAS_KEYWORD
9297|secret|HAS_KEYWORD
9297|toy|HAS_KEYWORD
9297|children|HAS_KEYWORD
9297|neighbor|HAS_KEYWORD
9297|mission|HAS_KEYWORD
9297|child|HAS_KEYWORD
3172|prison|HAS_KEYWORD
6520|camelot|HAS_KEYWORD
6520|knight|HAS_KEYWORD
6520|king arthur|HAS_KEYWORD
6520|excalibur|HAS_KEYWORD
6520|knights of the round table|HAS_KEYWORD
1439|civil war|HAS_KEYWORD
1439|father son relationship|HAS_KEYWORD
1439|east india trading company|HAS_KEYWORD
1439|traitor|HAS_KEYWORD
1439|death penalty|HAS_KEYWORD
1439|thailand|HAS_KEYWORD
1439|palace|HAS_KEYWORD
1439|burma|HAS_KEYWORD
1439|daughter|HAS_KEYWORD
1439|royalty|HAS_KEYWORD
1439|teacher|HAS_KEYWORD
1439|battle|HAS_KEYWORD
1439|denunciation|HAS_KEYWORD
37958|poison|HAS_KEYWORD
37958|army|HAS_KEYWORD
37958|zeus|HAS_KEYWORD
37958|poseidon|HAS_KEYWORD
37958|spear|HAS_KEYWORD
2026|fbi|HAS_KEYWORD
2026|kidnapping|HAS_KEYWORD
2026|police operation|HAS_KEYWORD
2026|home invasion|HAS_KEYWORD
2026|hostage situation|HAS_KEYWORD
2026|hostage negotiator|HAS_KEYWORD
7450|monster|HAS_KEYWORD
7450|galaxy|HAS_KEYWORD
7450|dystopia|HAS_KEYWORD
7450|space|HAS_KEYWORD
7450|alien|HAS_KEYWORD
7450|animation|HAS_KEYWORD
7450|mission|HAS_KEYWORD
11375|rap music|HAS_KEYWORD
11375|hitman|HAS_KEYWORD
9425|space marine|HAS_KEYWORD
9425|dystopia|HAS_KEYWORD
9425|alien planet|HAS_KEYWORD
9425|genetic engineering|HAS_KEYWORD
25769|beach|HAS_KEYWORD
25769|desperation|HAS_KEYWORD
25769|infection|HAS_KEYWORD
25769|survival|HAS_KEYWORD
25769|biohazard|HAS_KEYWORD
25769|disease|HAS_KEYWORD
25769|trust|HAS_KEYWORD
25769|virus|HAS_KEYWORD
25769|pandemic|HAS_KEYWORD
23685|parallel world|HAS_KEYWORD
23685|organ donation|HAS_KEYWORD
23685|horniness agent|HAS_KEYWORD
23685|aftercreditsstinger|HAS_KEYWORD
11866|robbery|HAS_KEYWORD
11866|water|HAS_KEYWORD
11866|gobi desert|HAS_KEYWORD
11866|disaster|HAS_KEYWORD
11866|airplane crash|HAS_KEYWORD
11866|struggle for survival|HAS_KEYWORD
11866|desert|HAS_KEYWORD
9741|father son relationship|HAS_KEYWORD
9741|train accident|HAS_KEYWORD
9741|comic book|HAS_KEYWORD
9741|marriage crisis|HAS_KEYWORD
9741|invulnerability|HAS_KEYWORD
9741|superhero|HAS_KEYWORD
9741|suspense|HAS_KEYWORD
9741|super powers|HAS_KEYWORD
211672|assistant|HAS_KEYWORD
211672|aftercreditsstinger|HAS_KEYWORD
211672|duringcreditsstinger|HAS_KEYWORD
211672|evil mastermind|HAS_KEYWORD
211672|minions|HAS_KEYWORD
211672|3d|HAS_KEYWORD
23629|brothel|HAS_KEYWORD
23629|fantasy|HAS_KEYWORD
23629|asylum|HAS_KEYWORD
23629|reality|HAS_KEYWORD
23629|escape|HAS_KEYWORD
23629|robot|HAS_KEYWORD
23629|violence|HAS_KEYWORD
23629|inmate|HAS_KEYWORD
23629|alternative|HAS_KEYWORD
23629|imagination|HAS_KEYWORD
23629|lobotomy|HAS_KEYWORD
8688|casino|HAS_KEYWORD
8688|political activism|HAS_KEYWORD
8688|boxer|HAS_KEYWORD
8688|mission of murder|HAS_KEYWORD
8688|boxing match|HAS_KEYWORD
8688|suspense|HAS_KEYWORD
8688|police officer|HAS_KEYWORD
8688|witness to murder|HAS_KEYWORD
10153|ocean|HAS_KEYWORD
10153|extraterrestrial technology|HAS_KEYWORD
10153|space marine|HAS_KEYWORD
10153|paranoia|HAS_KEYWORD
10153|raumschiffabsturz|HAS_KEYWORD
10153|alien|HAS_KEYWORD
10153|psychologist|HAS_KEYWORD
10153|ocean floor|HAS_KEYWORD
10153|deepsea|HAS_KEYWORD
153518|island|HAS_KEYWORD
153518|bird|HAS_KEYWORD
153518|pig|HAS_KEYWORD
153518|talking animal|HAS_KEYWORD
153518|based on video game|HAS_KEYWORD
153518|anger management|HAS_KEYWORD
153518|3d|HAS_KEYWORD
8676|helicopter|HAS_KEYWORD
8676|cemetery|HAS_KEYWORD
8676|boat|HAS_KEYWORD
8676|mexican standoff|HAS_KEYWORD
8676|sword|HAS_KEYWORD
8676|cave|HAS_KEYWORD
8676|shipwreck|HAS_KEYWORD
8676|yacht|HAS_KEYWORD
8676|bahamas|HAS_KEYWORD
8676|jet ski|HAS_KEYWORD
8676|treasure hunt|HAS_KEYWORD
8676|rivalry|HAS_KEYWORD
8676|scuba diving|HAS_KEYWORD
8676|gangster|HAS_KEYWORD
8676|underwater|HAS_KEYWORD
8676|divorce|HAS_KEYWORD
8676|heiress|HAS_KEYWORD
8676|ex-husband ex-wife relationship|HAS_KEYWORD
8676|henchmen|HAS_KEYWORD
20829|comedian|HAS_KEYWORD
20829|cancer|HAS_KEYWORD
20829|bromance|HAS_KEYWORD
20829|stand-up comedian|HAS_KEYWORD
4349|assassination|HAS_KEYWORD
4349|assassin|HAS_KEYWORD
4349|terrorist|HAS_KEYWORD
4349|explosive|HAS_KEYWORD
4349|fbi|HAS_KEYWORD
4349|chase|HAS_KEYWORD
4349|saudi arabia|HAS_KEYWORD
4349|investigation|HAS_KEYWORD
4349|police|HAS_KEYWORD
4349|medical examiner|HAS_KEYWORD
4349|terrorism|HAS_KEYWORD
4349|fbi agent|HAS_KEYWORD
4349|arab|HAS_KEYWORD
4349|bomb attack|HAS_KEYWORD
9718|north carolina|HAS_KEYWORD
9718|prayer|HAS_KEYWORD
9718|family dinner|HAS_KEYWORD
9718|advertising|HAS_KEYWORD
9718|divorce|HAS_KEYWORD
9718|motor|HAS_KEYWORD
9718|automobile racing|HAS_KEYWORD
9718|nascar|HAS_KEYWORD
9718|dog trainer|HAS_KEYWORD
9718|car movie|HAS_KEYWORD
9718|sport competition|HAS_KEYWORD
9718|psychosomatic illness|HAS_KEYWORD
9718|french stereotype|HAS_KEYWORD
9718|aftercreditsstinger|HAS_KEYWORD
9718|duringcreditsstinger|HAS_KEYWORD
10808|veterinarian|HAS_KEYWORD
10808|forest|HAS_KEYWORD
10808|bear|HAS_KEYWORD
10808|animal|HAS_KEYWORD
10808|animal protection|HAS_KEYWORD
197|individual|HAS_KEYWORD
197|scotland|HAS_KEYWORD
197|in love with enemy|HAS_KEYWORD
197|legend|HAS_KEYWORD
197|independence|HAS_KEYWORD
197|idealism|HAS_KEYWORD
197|revolt|HAS_KEYWORD
197|tyranny|HAS_KEYWORD
25|sniper|HAS_KEYWORD
25|marine corps|HAS_KEYWORD
25|saudi arabia|HAS_KEYWORD
25|petrol|HAS_KEYWORD
25|golf war|HAS_KEYWORD
25|u.s. marine|HAS_KEYWORD
35|father son relationship|HAS_KEYWORD
35|lake|HAS_KEYWORD
35|springfield|HAS_KEYWORD
35|the simpsons|HAS_KEYWORD
35|duff beer|HAS_KEYWORD
35|garbage|HAS_KEYWORD
35|pig|HAS_KEYWORD
35|pollution|HAS_KEYWORD
35|environmental protection agency|HAS_KEYWORD
35|quarantine|HAS_KEYWORD
35|alcoholism|HAS_KEYWORD
35|love|HAS_KEYWORD
35|alaska|HAS_KEYWORD
35|dysfunctional family|HAS_KEYWORD
35|dysfunctional marriage|HAS_KEYWORD
35|ecology|HAS_KEYWORD
35|saving lives|HAS_KEYWORD
35|first love|HAS_KEYWORD
35|duringcreditsstinger|HAS_KEYWORD
35|donuts|HAS_KEYWORD
11086|california|HAS_KEYWORD
11086|falsely accused|HAS_KEYWORD
11086|prosecution|HAS_KEYWORD
11086|anti-communism|HAS_KEYWORD
11086|hollywood|HAS_KEYWORD
11086|writer|HAS_KEYWORD
10477|competition|HAS_KEYWORD
10477|running|HAS_KEYWORD
10477|career|HAS_KEYWORD
10477|idol|HAS_KEYWORD
10477|racing car|HAS_KEYWORD
1997|brother brother relationship|HAS_KEYWORD
1997|loss of brother|HAS_KEYWORD
1997|cambodia|HAS_KEYWORD
1997|chase|HAS_KEYWORD
1997|tiger|HAS_KEYWORD
1997|governor|HAS_KEYWORD
1997|royalty|HAS_KEYWORD
1997|travelling circus|HAS_KEYWORD
1997|archaeologist|HAS_KEYWORD
6947|secret|HAS_KEYWORD
6947|forest|HAS_KEYWORD
6947|rural setting|HAS_KEYWORD
6947|blindness|HAS_KEYWORD
6947|courtship|HAS_KEYWORD
6947|mentally handicapped man|HAS_KEYWORD
6947|human nature|HAS_KEYWORD
6947|aura|HAS_KEYWORD
6947|romantic|HAS_KEYWORD
6947|village council|HAS_KEYWORD
3050|talking to animals|HAS_KEYWORD
3050|woman director|HAS_KEYWORD
2675|symbolism|HAS_KEYWORD
2675|water|HAS_KEYWORD
2675|farm|HAS_KEYWORD
2675|faith|HAS_KEYWORD
2675|alien|HAS_KEYWORD
2675|family relationships|HAS_KEYWORD
2675|rural setting|HAS_KEYWORD
2675|alien invasion|HAS_KEYWORD
2675|rural|HAS_KEYWORD
2675|crop circle|HAS_KEYWORD
2675|alien attack|HAS_KEYWORD
2675|rural pennsylvania|HAS_KEYWORD
2675|rural america|HAS_KEYWORD
2675|rural farm|HAS_KEYWORD
2675|loss of faith|HAS_KEYWORD
2675|alien encounter|HAS_KEYWORD
809|prison|HAS_KEYWORD
809|magic|HAS_KEYWORD
809|liberation|HAS_KEYWORD
809|honeymoon|HAS_KEYWORD
809|parents-in-law|HAS_KEYWORD
809|kingdom|HAS_KEYWORD
809|enchantment|HAS_KEYWORD
809|dancing scene|HAS_KEYWORD
809|transformation|HAS_KEYWORD
809|fairy-tale figure|HAS_KEYWORD
920|car race|HAS_KEYWORD
920|car journey|HAS_KEYWORD
920|village and town|HAS_KEYWORD
920|auto|HAS_KEYWORD
920|route 66|HAS_KEYWORD
920|wrecker|HAS_KEYWORD
920|porsche|HAS_KEYWORD
920|retirement|HAS_KEYWORD
920|media|HAS_KEYWORD
920|friendship|HAS_KEYWORD
920|sport|HAS_KEYWORD
920|anthropomorphism|HAS_KEYWORD
920|los angeles|HAS_KEYWORD
920|road movie|HAS_KEYWORD
920|aftercreditsstinger|HAS_KEYWORD
920|duringcreditsstinger|HAS_KEYWORD
4806|small town|HAS_KEYWORD
4806|self-discovery|HAS_KEYWORD
4806|just married|HAS_KEYWORD
4806|reporter|HAS_KEYWORD
4806|wedding|HAS_KEYWORD
4806|relationship|HAS_KEYWORD
7451|sports car|HAS_KEYWORD
7451|biological weapon|HAS_KEYWORD
7451|cold war|HAS_KEYWORD
7451|russian|HAS_KEYWORD
7451|prague|HAS_KEYWORD
7451|mission|HAS_KEYWORD
7451|athlete|HAS_KEYWORD
7451|nsa agent|HAS_KEYWORD
7451|adrenaline junkie|HAS_KEYWORD
7451|thrill seeker|HAS_KEYWORD
228165|ocean|HAS_KEYWORD
228165|sea|HAS_KEYWORD
228165|star|HAS_KEYWORD
228165|water|HAS_KEYWORD
228165|comedy|HAS_KEYWORD
228165|sponge|HAS_KEYWORD
228165|spongebob|HAS_KEYWORD
228165|live action and animation|HAS_KEYWORD
3595|bounty|HAS_KEYWORD
3595|loss of child|HAS_KEYWORD
3595|yellow press|HAS_KEYWORD
3595|fbi|HAS_KEYWORD
3595|baby-snatching|HAS_KEYWORD
3595|suspense|HAS_KEYWORD
3595|fbi agent|HAS_KEYWORD
3595|millionaire|HAS_KEYWORD
16869|paris|HAS_KEYWORD
16869|guerrilla|HAS_KEYWORD
16869|cinema|HAS_KEYWORD
16869|self sacrifice|HAS_KEYWORD
16869|dynamite|HAS_KEYWORD
16869|mexican standoff|HAS_KEYWORD
16869|world war ii|HAS_KEYWORD
16869|jew persecution|HAS_KEYWORD
16869|jew|HAS_KEYWORD
16869|nazis|HAS_KEYWORD
16869|masochism|HAS_KEYWORD
16869|sadism|HAS_KEYWORD
16869|scalp|HAS_KEYWORD
16869|winston churchill|HAS_KEYWORD
16869|knife in hand|HAS_KEYWORD
16869|anti semitism|HAS_KEYWORD
16869|gore|HAS_KEYWORD
16869|swastika|HAS_KEYWORD
16869|blood bath|HAS_KEYWORD
16869|german occupation of france|HAS_KEYWORD
16869|violence|HAS_KEYWORD
16869|gun violence|HAS_KEYWORD
879|flying|HAS_KEYWORD
879|swordplay|HAS_KEYWORD
879|sword|HAS_KEYWORD
879|fantasy|HAS_KEYWORD
879|peter pan|HAS_KEYWORD
879|daughter|HAS_KEYWORD
879|fairy-tale figure|HAS_KEYWORD
879|rescue|HAS_KEYWORD
1573|ambush|HAS_KEYWORD
1573|helicopter|HAS_KEYWORD
1573|journalist|HAS_KEYWORD
1573|based on novel|HAS_KEYWORD
1573|airport|HAS_KEYWORD
1573|hand grenade|HAS_KEYWORD
1573|fistfight|HAS_KEYWORD
1573|cop|HAS_KEYWORD
1573|sequel|HAS_KEYWORD
1573|snow|HAS_KEYWORD
1573|dulles international airport|HAS_KEYWORD
1573|shootout|HAS_KEYWORD
1573|officer involved shooting|HAS_KEYWORD
1573|terrorism|HAS_KEYWORD
1573|explosion|HAS_KEYWORD
1573|church|HAS_KEYWORD
1573|violence|HAS_KEYWORD
1573|sabotage|HAS_KEYWORD
1573|walkie talkie|HAS_KEYWORD
1573|swat team|HAS_KEYWORD
1573|air traffic control|HAS_KEYWORD
1573|commando unit|HAS_KEYWORD
1573|snowmobile|HAS_KEYWORD
9257|liberation|HAS_KEYWORD
9257|transport of prisoners|HAS_KEYWORD
9257|special unit|HAS_KEYWORD
9257|weapon|HAS_KEYWORD
9257|los angeles|HAS_KEYWORD
1903|amnesia|HAS_KEYWORD
1903|ex-girlfriend|HAS_KEYWORD
1903|virtual reality|HAS_KEYWORD
9697|fortune teller|HAS_KEYWORD
9697|religion and supernatural|HAS_KEYWORD
9697|supernatural powers|HAS_KEYWORD
9697|mythical creature|HAS_KEYWORD
9697|hell|HAS_KEYWORD
9697|swimming pool|HAS_KEYWORD
9697|nixe|HAS_KEYWORD
9697|aftercreditsstinger|HAS_KEYWORD
395|saving the world|HAS_KEYWORD
395|predator|HAS_KEYWORD
395|laserpointer|HAS_KEYWORD
395|space marine|HAS_KEYWORD
395|pyramid|HAS_KEYWORD
395|praise|HAS_KEYWORD
395|alien|HAS_KEYWORD
395|xenomorph|HAS_KEYWORD
23398|chipmunk|HAS_KEYWORD
23398|cgi|HAS_KEYWORD
23398|based on tv series|HAS_KEYWORD
23398|aftercreditsstinger|HAS_KEYWORD
23398|duringcreditsstinger|HAS_KEYWORD
23398|woman director|HAS_KEYWORD
10590|vietnam veteran|HAS_KEYWORD
10590|missile|HAS_KEYWORD
10590|vietnam war|HAS_KEYWORD
10590|army|HAS_KEYWORD
10590|major|HAS_KEYWORD
10590|based on true story|HAS_KEYWORD
10590|steel helmet|HAS_KEYWORD
10590|soldier|HAS_KEYWORD
10590|explosion|HAS_KEYWORD
10590|battle|HAS_KEYWORD
10590|bayonet|HAS_KEYWORD
10590|death|HAS_KEYWORD
10590|vietnamese|HAS_KEYWORD
117263|white house|HAS_KEYWORD
117263|secret service|HAS_KEYWORD
117263|terrorist attack|HAS_KEYWORD
200|space opera|HAS_KEYWORD
200|retribution|HAS_KEYWORD
200|spacecraft officer|HAS_KEYWORD
200|exploding ship|HAS_KEYWORD
44943|saving the world|HAS_KEYWORD
44943|hero|HAS_KEYWORD
44943|marine corps|HAS_KEYWORD
44943|chaos|HAS_KEYWORD
44943|retirement|HAS_KEYWORD
44943|survivor|HAS_KEYWORD
44943|meteor|HAS_KEYWORD
44943|space invasion|HAS_KEYWORD
44943|alien|HAS_KEYWORD
44943|battlefield|HAS_KEYWORD
44943|survival|HAS_KEYWORD
44943|sergeant|HAS_KEYWORD
44943|los angeles|HAS_KEYWORD
44943|battle|HAS_KEYWORD
44943|danger|HAS_KEYWORD
44943|escapade|HAS_KEYWORD
44943|u.s. marine|HAS_KEYWORD
44943|heroic mission|HAS_KEYWORD
44943|evil alien|HAS_KEYWORD
44943|chaos and mayham|HAS_KEYWORD
587|circus|HAS_KEYWORD
587|father son relationship|HAS_KEYWORD
587|witch|HAS_KEYWORD
587|fish|HAS_KEYWORD
587|fishing|HAS_KEYWORD
587|love of one's life|HAS_KEYWORD
587|leech|HAS_KEYWORD
587|story teller|HAS_KEYWORD
587|apoplectic stroke|HAS_KEYWORD
587|fair|HAS_KEYWORD
587|mermaid|HAS_KEYWORD
587|cancer|HAS_KEYWORD
587|relationship|HAS_KEYWORD
587|youth|HAS_KEYWORD
587|gentle giant|HAS_KEYWORD
10395|adultery|HAS_KEYWORD
10395|heal|HAS_KEYWORD
10395|bite|HAS_KEYWORD
10395|werewolf|HAS_KEYWORD
57212|world war i|HAS_KEYWORD
57212|horse|HAS_KEYWORD
57212|farm life|HAS_KEYWORD
57212|execution|HAS_KEYWORD
57212|trapped|HAS_KEYWORD
57212|alcoholic|HAS_KEYWORD
57212|cavalry|HAS_KEYWORD
57212|plowing|HAS_KEYWORD
57212|artillery|HAS_KEYWORD
152760|world war ii|HAS_KEYWORD
152760|nazis|HAS_KEYWORD
152760|art theft|HAS_KEYWORD
152760|post world war ii|HAS_KEYWORD
2756|ocean|HAS_KEYWORD
2756|sea|HAS_KEYWORD
2756|diving suit|HAS_KEYWORD
2756|flying saucer|HAS_KEYWORD
2756|nuclear missile|HAS_KEYWORD
2756|alien life-form|HAS_KEYWORD
2756|insanity|HAS_KEYWORD
2756|scuba diving|HAS_KEYWORD
2756|underwater|HAS_KEYWORD
2756|scuba|HAS_KEYWORD
2756|deepsea|HAS_KEYWORD
2756|trapped underwater |HAS_KEYWORD
2756|thalassophobia|HAS_KEYWORD
33909|duringcreditsstinger|HAS_KEYWORD
49017|vampire|HAS_KEYWORD
49017|dracula|HAS_KEYWORD
49017|bite|HAS_KEYWORD
49017|battle|HAS_KEYWORD
49017|15th century|HAS_KEYWORD
49017|ottoman empire|HAS_KEYWORD
49017|vlad|HAS_KEYWORD
49017|fang vamp|HAS_KEYWORD
49017|tepes|HAS_KEYWORD
9882|islam|HAS_KEYWORD
9882|muslim|HAS_KEYWORD
9882|car bomb|HAS_KEYWORD
9882|fbi agent|HAS_KEYWORD
2270|witch|HAS_KEYWORD
2270|based on novel|HAS_KEYWORD
2270|new love|HAS_KEYWORD
2270|prince|HAS_KEYWORD
2270|beauty|HAS_KEYWORD
2270|star|HAS_KEYWORD
2270|kingdom|HAS_KEYWORD
2270|wall|HAS_KEYWORD
2270|falling star|HAS_KEYWORD
2270|royalty|HAS_KEYWORD
2270|unrequited love|HAS_KEYWORD
2270|good vs evil|HAS_KEYWORD
2270|fratricide|HAS_KEYWORD
978|buddhism|HAS_KEYWORD
978|himalaya|HAS_KEYWORD
978|austria|HAS_KEYWORD
978|mountains|HAS_KEYWORD
978|buddhist monk|HAS_KEYWORD
978|world war ii|HAS_KEYWORD
978|prisoners of war|HAS_KEYWORD
978|monsoon|HAS_KEYWORD
978|tibet|HAS_KEYWORD
978|dalai lama|HAS_KEYWORD
978|mountaineer|HAS_KEYWORD
978|lhasa|HAS_KEYWORD
978|wedding|HAS_KEYWORD
44564|adultery|HAS_KEYWORD
44564|infidelity|HAS_KEYWORD
44564|secret|HAS_KEYWORD
44564|investigation|HAS_KEYWORD
44564|friendship|HAS_KEYWORD
44564|partner|HAS_KEYWORD
44564|love|HAS_KEYWORD
44564|friends|HAS_KEYWORD
44564|dilemma|HAS_KEYWORD
44564|cheating on partner|HAS_KEYWORD
44564|best friend|HAS_KEYWORD
3132|ambush|HAS_KEYWORD
3132|cia|HAS_KEYWORD
3132|assassin|HAS_KEYWORD
3132|nightclub|HAS_KEYWORD
3132|hustler|HAS_KEYWORD
3132|hidden camera|HAS_KEYWORD
3132|decoy|HAS_KEYWORD
3132|undercover agent|HAS_KEYWORD
3132|twin brother|HAS_KEYWORD
3132|deception|HAS_KEYWORD
3132|betrayal|HAS_KEYWORD
3132|mistaken identity|HAS_KEYWORD
3132|shootout|HAS_KEYWORD
3132|espionage|HAS_KEYWORD
3132|foot chase|HAS_KEYWORD
3132|car chase|HAS_KEYWORD
3132|silencer|HAS_KEYWORD
3132|surveillance|HAS_KEYWORD
3132|agent|HAS_KEYWORD
3132|impersonation|HAS_KEYWORD
3132|langley virginia|HAS_KEYWORD
3132|odd couple|HAS_KEYWORD
8814|teleportation|HAS_KEYWORD
8814|based on video game|HAS_KEYWORD
8814|severed ear|HAS_KEYWORD
8814|future war|HAS_KEYWORD
8814|wisecrack humor|HAS_KEYWORD
8814|commando mission|HAS_KEYWORD
8427|budapest|HAS_KEYWORD
8427|kidnapping|HAS_KEYWORD
8427|boxer|HAS_KEYWORD
8427|secret agent|HAS_KEYWORD
8427|liberation of hostage|HAS_KEYWORD
8427|hostage-taking|HAS_KEYWORD
8427|woman director|HAS_KEYWORD
52520|vampire|HAS_KEYWORD
52520|daughter|HAS_KEYWORD
52520|hybrid|HAS_KEYWORD
52520|child vampire|HAS_KEYWORD
52520|werewolf|HAS_KEYWORD
52520|imax|HAS_KEYWORD
52520|lab experiment|HAS_KEYWORD
52520|werewolf child|HAS_KEYWORD
52520|fang vamp|HAS_KEYWORD
80585|musical|HAS_KEYWORD
80585|rocker|HAS_KEYWORD
80585|teenager|HAS_KEYWORD
80585|young love|HAS_KEYWORD
80585|rock sta|HAS_KEYWORD
10592|black people|HAS_KEYWORD
10592|world war ii|HAS_KEYWORD
10592|prisoners of war|HAS_KEYWORD
10592|u.s. army|HAS_KEYWORD
10592|war|HAS_KEYWORD
10592|escape|HAS_KEYWORD
10592|tribunal|HAS_KEYWORD
10592|trial|HAS_KEYWORD
10592|soldier|HAS_KEYWORD
10592|military tribunal|HAS_KEYWORD
10592|xenophobia|HAS_KEYWORD
49021|rescue|HAS_KEYWORD
11535|manager|HAS_KEYWORD
11535|arena|HAS_KEYWORD
11535|dystopia|HAS_KEYWORD
11535|wrestling|HAS_KEYWORD
11535|sport|HAS_KEYWORD
11535|roller-skating|HAS_KEYWORD
11535|motorcycle racing|HAS_KEYWORD
11535|rollerskating|HAS_KEYWORD
11535|future sport|HAS_KEYWORD
10550|loss of family|HAS_KEYWORD
10550|enemy|HAS_KEYWORD
10550|adversary|HAS_KEYWORD
10550|agent|HAS_KEYWORD
11258|sheriff|HAS_KEYWORD
11258|rain|HAS_KEYWORD
11258|evacuation|HAS_KEYWORD
11258|armored car|HAS_KEYWORD
11258|crook|HAS_KEYWORD
11258|hoodlum|HAS_KEYWORD
12610|cold|HAS_KEYWORD
12610|flu|HAS_KEYWORD
12610|lethal virus|HAS_KEYWORD
12610|construction worker|HAS_KEYWORD
201088|terrorist|HAS_KEYWORD
201088|technology|HAS_KEYWORD
201088|anti hero|HAS_KEYWORD
201088|hacker|HAS_KEYWORD
201088|computer virus|HAS_KEYWORD
201088|national security agency (nsa)|HAS_KEYWORD
201088|race against time|HAS_KEYWORD
201088|computer|HAS_KEYWORD
201088|malaysia|HAS_KEYWORD
201088|nuclear power plant|HAS_KEYWORD
201088|suspense|HAS_KEYWORD
201088|betrayal|HAS_KEYWORD
201088|conspiracy|HAS_KEYWORD
201088|on the run|HAS_KEYWORD
201088|fugitive|HAS_KEYWORD
201088|shootout|HAS_KEYWORD
201088|hacking|HAS_KEYWORD
201088|terrorism|HAS_KEYWORD
201088|cat and mouse|HAS_KEYWORD
201088|one against many|HAS_KEYWORD
201088|computer hacker|HAS_KEYWORD
201088|no opening credits|HAS_KEYWORD
201088|terrorist plot|HAS_KEYWORD
201088|stock exchange|HAS_KEYWORD
201088|cybercrime|HAS_KEYWORD
201088|cyber terrorism|HAS_KEYWORD
201088|chinese military|HAS_KEYWORD
201088|cyber terrorist|HAS_KEYWORD
201088|cyber thriller|HAS_KEYWORD
5137|london england|HAS_KEYWORD
5137|himalaya|HAS_KEYWORD
5137|journalist|HAS_KEYWORD
5137|killer robot|HAS_KEYWORD
5137|computer war|HAS_KEYWORD
5137|robot|HAS_KEYWORD
3093|male nudity|HAS_KEYWORD
3093|sex|HAS_KEYWORD
3093|legs|HAS_KEYWORD
3093|soho london|HAS_KEYWORD
3093|playing god|HAS_KEYWORD
3093|jacuzzi|HAS_KEYWORD
107846|prison|HAS_KEYWORD
107846|muslim|HAS_KEYWORD
107846|ship|HAS_KEYWORD
107846|mystery|HAS_KEYWORD
107846|science fiction|HAS_KEYWORD
107846|escape|HAS_KEYWORD
107846|crime|HAS_KEYWORD
107846|prison escape|HAS_KEYWORD
107846|cia agent|HAS_KEYWORD
188207|mythology|HAS_KEYWORD
188207|zeus|HAS_KEYWORD
188207|ancient greece|HAS_KEYWORD
188207|demigod|HAS_KEYWORD
188207|city of argos|HAS_KEYWORD
188207|mistaken parentage|HAS_KEYWORD
4614|cia|HAS_KEYWORD
4614|terrorist|HAS_KEYWORD
4614|atomic bomb|HAS_KEYWORD
4614|cold war|HAS_KEYWORD
4614|nuclear explosion|HAS_KEYWORD
4614|jack ryan|HAS_KEYWORD
24021|vampire|HAS_KEYWORD
24021|graduation|HAS_KEYWORD
24021|bite|HAS_KEYWORD
24021|immortality|HAS_KEYWORD
24021|werewolf|HAS_KEYWORD
24021|fang vamp|HAS_KEYWORD
11371|quebec|HAS_KEYWORD
11371|jewel|HAS_KEYWORD
11371|scepter|HAS_KEYWORD
11371|customs house|HAS_KEYWORD
11371|jewelry heist|HAS_KEYWORD
11371|blueprint|HAS_KEYWORD
11371|assumed identity|HAS_KEYWORD
11371|schematic|HAS_KEYWORD
11371|voice over|HAS_KEYWORD
11371|surveillance camera|HAS_KEYWORD
11371|one last job|HAS_KEYWORD
20352|adoptive father|HAS_KEYWORD
20352|orphanage|HAS_KEYWORD
20352|life's dream|HAS_KEYWORD
20352|rivalry|HAS_KEYWORD
20352|stealing|HAS_KEYWORD
20352|ballet|HAS_KEYWORD
20352|little girl|HAS_KEYWORD
20352|orphan|HAS_KEYWORD
